"NC Code","Supplier","Brand Name","Age","Proof","Bottle Size","Retail Bottle Price","Mixed Beverage Price",
47-818,"Bacardi","Bacardi Gold PET","","80","1.75L","$20.95","$29.70",
47-819,"Bacardi","Bacardi Gold","","80","1.75L","$20.95","$29.70",
47-820,"Bacardi","Bacardi Gold (PET)","","80",".75L","$12.95","$16.70",
47-821,"Bacardi","Bacardi Gold","","80",".75L","$12.95","$16.70",
47-824,"Bacardi","Bacardi Gold","","80",".375L","$6.95","$8.83",
47-826,"Bacardi","Bacardi Anejo Cuatro","004Y","80",".75L","$19.95","$23.70",
47-840,"Bacardi","Bacardi Superior TRV","","80",".75L","$12.95","$16.70",
47-841,"Bacardi","Bacardi Superior","","80","1.75L","$20.95","$29.70",
47-842,"Bacardi","Bacardi Superior PET","","80","1.75L","$20.95","$29.70",
47-843,"Bacardi","Bacardi Superior","","80",".75L","$12.95","$16.70",
47-846,"Bacardi","Bacardi Superior","","80",".375L","$6.95","$8.83",
47-855,"Bacardi","Castillo Gold Label","","80","1.75L","$16.95","$25.70",
47-857,"Bacardi","Castillo Gold Label","","80",".75L","$8.95","$12.70",
47-861,"Bacardi","Castillo Silver Label","","80","1.75L","$16.95","$25.70",
47-863,"Bacardi","Castillo Silver Label","","80",".75L","$8.95","$12.70",
47-907,"Serralles USA","Don Q Cristal Rum","","80","1.75L","$19.95","$28.70",
47-909,"Serralles USA","Don Q Cristal Rum","","80",".75L","$11.95","$15.70",
48-008,"Beam Suntory","Ronrico Gold","","80","1.75L","$15.95","$24.70",
48-009,"Beam Suntory","Ronrico Gold","","80",".75L","$7.95","$11.70",
48-024,"Beam Suntory","Ronrico Silver","","80","1.75L","$15.95","$24.70",
48-025,"Beam Suntory","Ronrico Silver","","80",".75L","$7.95","$11.70",
48-028,"Beam Suntory","Ronrico Silver TRV","","80",".75L","$7.95","$11.70",
48-414,"Heaven Hill","Aristocrat Rum 80","","80","1.75L","$14.95","$23.70",
48-415,"Heaven Hill","Aristocrat Rum 80","","80",".75L","$6.95","$10.70",
48-417,"Heaven Hill","Aristocrat Rum 80","","80",".375L","$3.95","$5.83",
48-418,"Heaven Hill","Aristocrat Rum Gold","","80","1.75L","$14.95","$23.70",
48-419,"Heaven Hill","Aristocrat Rum Gold","","80",".75L","$6.95","$10.70",
48-425,"Shaw - Ross Inter. Imp.","Pusser's British Navy","","84",".75L","$21.95","$25.70",
48-442,"Heaven Hill","Blackheart Spiced Rum","","93",".75L","$15.95","$19.70",
48-444,"Heaven Hill","Blackheart Spiced Rum","","93","1.75L","$25.95","$34.70",
48-450,"Sazerac Co.","Clipper Light","","80",".75L","$5.95","$9.70",
48-451,"Beam Suntory","Cruzan Hurricane Proof","","137",".75L","$23.95","$27.70",
48-453,"Beam Suntory","Cruzan 151","","151",".75L","$27.95","$31.70",
48-455,"Beam Suntory","Cruzan - Estate Single Barrel","","80",".75L","$29.95","$33.70",
48-460,"Beam Suntory","Cruzan - Estate Light","","80","1.75L","$19.95","$28.70",
48-461,"Beam Suntory","Cruzan - Estate Light","","80",".75L","$9.95","$13.70",
48-465,"Beam Suntory","Cruzan - Estate Dark","002Y","80","1.75L","$19.95","$28.70",
48-466,"Beam Suntory","Cruzan - Estate Dark","002Y","80",".75L","$9.95","$13.70",
48-469,"Beam Suntory","Cruzan Black Strap","","80",".75L","$16.95","$20.70",
48-471,"Beam Suntory","Cruzan - Mango","","42",".75L","$9.95","$13.70",
48-474,"Beam Suntory","Cruzan - Banana","","42",".75L","$9.95","$13.70",
48-475,"Beam Suntory","Cruzan Blueberry Lemonade","","42",".75L","$9.95","$13.70",
48-476,"Beam Suntory","Cruzan - Coconut","","55","1.75L","$19.95","$28.70",
48-477,"Beam Suntory","Cruzan - Coconut","","42",".75L","$9.95","$13.70",
48-480,"Beam Suntory","Cruzan - Pineapple","","42",".75L","$9.95","$13.70",
48-488,"Beam Suntory","Cruzan - Vanilla","","42",".75L","$9.95","$13.70",
48-494,"Beam Suntory","Cruzan - Black Cherry","","42",".75L","$9.95","$13.70",
48-496,"Beam Suntory","Cruzan Peach","","42",".75L","$9.95","$13.70",
48-500,"Beam Suntory","Cruzan 9","","70",".75L","$11.95","$15.70",
48-503,"Beam Suntory","Cruzan Strawberry","","42",".75L","$9.95","$13.70",
48-506,"Beam Suntory","Cruzan Passion Fruit Flavored Rum","","42",".75L","$9.95","$13.70",
48-538,"McCormick","Montego Bay - Gold","","80","1.75L","$16.95","$25.70",
48-540,"McCormick","Montego Bay - Gold","","80",".75L","$7.35","$11.10",
48-550,"McCormick","Montego Bay - Light","","80","1.75L","$16.95","$25.70",
48-551,"McCormick","Montego Bay - Light","","80",".75L","$7.35","$11.10",
48-660,"Montebello Brands","Ron Pablo","","80","1.75L","$14.95","$23.70",
48-661,"Montebello Brands","Ron Pablo","","80",".75L","$6.95","$10.70",
49-006,"William Grant","Flor De Cana Gran Reserve 7Y","007Y","80",".75L","$24.95","$28.70",
49-012,"William Grant","Flor De Cana Gold","004Y","80",".75L","$18.95","$22.70",
49-095,"Campari America","Appleton Extra Rare Blend","012Y","86",".75L","$36.95","$40.70",
49-106,"Campari America","J. Wray Gold","","80","1.75L","$26.95","$35.70",
49-107,"Campari America","J. Wray Gold","","80",".75L","$16.95","$20.70",
49-116,"Campari America","Appleton Estate Signature Reserve Blend","","80",".75L","$22.95","$26.70",
49-121,"Castle Brands","Gosling's 151 Black Seal","","151",".75L","$24.95","$28.70",
49-124,"Castle Brands","Gosling's Black Seal","","80","1.75L","$34.95","$43.70",
49-125,"Castle Brands","Gosling's Black Seal","","80",".75L","$19.95","$23.70",
49-129,"Diageo NA","Ron Anejo Pampero Aniversario","","80",".75L","$31.95","$35.70",
49-145,"Sazerac Co.","Myers's Original Dark","","80","1.75L","$39.95","$48.70",
49-146,"Sazerac Co.","Myers's Original Dark","","80",".75L","$19.95","$23.70",
49-150,"Sazerac Co.","Myers's Original Dark","","80",".375L","$10.95","$12.83",
49-190,"Edrington Americas","Brugal Anejo","","80",".75L","$21.95","$25.70",
49-198,"Remy Cointreau","Mt. Gay Black Barrel","","86",".75L","$29.95","$33.70",
49-200,"Remy Cointreau","Mt. Gay Eclipse","","80","1.75L","$34.95","$43.70",
49-201,"Remy Cointreau","Mt. Gay Eclipse","","80",".75L","$19.95","$23.70",
49-216,"William Grant","Sailor Jerry Spiced Navy","","92","1.75L","$32.95","$41.70",
49-217,"William Grant","Sailor Jerry Spiced Navy","","92",".75L","$19.95","$23.70",
49-218,"William Grant","Sailor Jerry Spiced Navy","","92",".375L","$9.95","$11.83",
49-220,"Sazerac Co.","Parrot Bay Passion Fruit PET","","42",".75L","$12.95","$16.70",
49-225,"MHW/ Woodland Radicle","Cockspur Fine Rum","","80",".75L","$19.95","$23.70",
49-226,"Heaven Hill","Admiral Nelson's Spiced 70","","70","1.75L","$19.95","$28.70",
49-227,"Heaven Hill","Admiral Nelson's Spiced 70","","70",".75L","$9.95","$13.70",
49-228,"Diageo NA","Capt. Morgan Private Stock","","80","1.75L","$38.95","$47.70",
49-229,"Diageo NA","Capt. Morgan Private Stock","","80",".75L","$24.95","$28.70",
49-231,"Diageo NA","Capt. Morgan Spiced 70","","70","1.75L","$29.95","$38.70",
49-232,"Diageo NA","Capt. Morgan Spiced 70","","70",".75L","$15.95","$19.70",
49-233,"Diageo NA","Capt. Morgan Spiced 70 Lt Wt Flsk","","70",".75L","$15.95","$19.70",
49-234,"Diageo NA","Capt. Morgan Spiced 70","","70",".375L","$8.95","$10.83",
49-236,"Diageo NA","Capt. Morgan Silver Spiced 70","","70",".75L","$17.95","$21.70",
49-240,"Diageo NA","Capt. Morgan Spiced 100","","100","1.75L","$32.95","$41.70",
49-241,"Diageo NA","Capt. Morgan Spiced 100","","100",".75L","$20.95","$24.70",
49-244,"Sazerac Co.","Parrot Bay Coconut 90P","","90",".75L","$13.45","$17.20",
49-249,"Sazerac Co.","Barbarossa Spiced","","70","1.75L","$13.95","$22.70",
49-250,"Sazerac Co.","Barbarossa Spiced","","70",".75L","$8.95","$12.70",
49-252,"Heaven Hill","Admiral Nelson's Spiced Cherry","","70",".75L","$9.95","$13.70",
49-253,"Heaven Hill","Admiral Nelson's Coconut","","42",".75L","$9.95","$13.70",
49-254,"Heaven Hill","Admiral Nelson Pineapple","","70",".75L","$9.95","$13.70",
49-257,"Heaven Hill","Admiral Nelson's Spiced 70 PET","","70",".75L","$9.95","$13.70",
49-294,"Diageo NA","Capt. Morgan Black Spiced Rum","","94.6","1.75L","$33.95","$42.70",
49-295,"Diageo NA","Capt. Morgan Black Spiced Rum","","94.6",".75L","$21.95","$25.70",
49-298,"Sazerac Co.","Parrot Bay Coconut PET","","42",".75L","$12.95","$16.70",
49-299,"Sazerac Co.","Parrot Bay-Coconut","","42","1.75L","$26.95","$35.70",
49-303,"Sazerac Co.","Parrot Bay Pineapple PET","","42",".75L","$12.95","$16.70",
49-306,"Sazerac Co.","Parrot Bay Mango PET","","42",".75L","$12.95","$16.70",
49-315,"Pernod Ricard","Malibu Coconut","","42","1.75L","$31.95","$40.70",
49-316,"Pernod Ricard","Malibu Coconut","","42",".75L","$13.95","$17.70",
49-317,"Pernod Ricard","Malibu Coconut  (PET)","","42",".75L","$13.95","$17.70",
49-318,"Pernod Ricard","Malibu Coconut","","42",".375L","$9.95","$11.83",
49-320,"Pernod Ricard","Malibu Tropical Banana","","42",".75L","$12.95","$16.70",
49-324,"Pernod Ricard","Malibu Lime","","42",".75L","$12.95","$16.70",
49-332,"Diageo NA","Capt. Morgan Apple Smash","","60",".75L","$16.95","$20.70",
49-336,"Diageo NA","Captain Morgan Loco Nut","","40",".75L","$16.95","$20.70",
49-341,"Diageo NA","Capt. Morgan White Rum","","80","1.75L","$20.95","$29.70",
49-342,"Diageo NA","Capt. Morgan White Rum","","80",".75L","$9.95","$13.70",
49-345,"Diageo NA","Capt. Morgan White Coconut","","70",".75L","$9.95","$13.70",
49-349,"Diageo NA","Capt. Morgan White Pineapple","","70",".75L","$9.95","$13.70",
49-352,"Diageo NA","Capt. Morgan Cannon Blast","","70",".75L","$16.95","$20.70",
49-360,"Pernod Ricard","Malibu Black","","70","1.75L","$29.95","$38.70",
49-361,"Pernod Ricard","Malibu Black","","70",".75L","$14.95","$18.70",
49-364,"Pernod Ricard","Malibu Mango","","42",".75L","$12.95","$16.70",
49-369,"Pernod Ricard","Malibu Pineapple","","42",".75L","$12.95","$16.70",
49-374,"Pernod Ricard","Malibu Passion Fruit","","42",".75L","$12.95","$16.70",
49-500,"Heaven Hill","Christian Brothers Frost White","","70","1.75L","$22.95","$31.70",
49-501,"Heaven Hill","Christian Brothers Frost White","","70",".75L","$10.95","$14.70",
49-502,"Heaven Hill","Christian Brothers Frost White","","70",".375L","$4.95","$6.83",
49-505,"Heaven Hill","Christian Brothers TRV","","80",".75L","$10.95","$14.70",
49-506,"Heaven Hill","Christian Brothers","","80","1.75L","$22.95","$31.70",
49-508,"Heaven Hill","Christian Brothers","","80",".75L","$10.95","$14.70",
49-512,"Heaven Hill","Christian Brothers","","80",".375L","$4.95","$6.83",
49-528,"Heaven Hill","Christian Bros. Grand Reserve VSOP","","80",".75L","$12.50","$16.25",
49-529,"Heaven Hill","Christian Bros. Grand Reserve VSOP","","80",".375L","$5.95","$7.83",
49-540,"Heaven Hill","Coronet VSQ","","80","1.75L","$19.95","$28.70",
49-557,"Copper & Kings Amer Brandy Co.","Copper & Kings Craft American Brandy","","90",".75L","$34.95","$38.70",
49-579,"E & J Gallo Winery","E & J","","80","1.75L","$24.95","$33.70",
49-580,"E & J Gallo Winery","E & J","","80",".75L","$12.95","$16.70",
49-583,"E & J Gallo Winery","E & J","","80",".375L","$5.95","$7.83",
49-585,"E & J Gallo Winery","E & J VSOP","","80","1.75L","$26.95","$35.70",
49-587,"E & J Gallo Winery","E & J VSOP","","80",".75L","$13.95","$17.70",
49-588,"E & J Gallo Winery","E & J VSOP","","80",".375L","$6.95","$8.83",
49-589,"E & J Gallo Winery","E & J XO Vintage Reserve","","80","1.75L","$28.95","$37.70",
49-590,"E & J Gallo Winery","E & J XO Vintage Reserve","","80",".75L","$17.00","$20.75",
49-594,"E & J Gallo Winery","E & J VS Traveler","","80",".75L","$11.95","$15.70",
49-654,"Brown - Forman","Korbel","","80",".75L","$11.95","$15.70",
49-703,"Constellation Brands","Paul Masson Grande Amber VSOP","004Y","80","1.75L","$26.95","$35.70",
49-705,"Constellation Brands","Paul Masson Grande Amber VSOP","004Y","80",".75L","$12.95","$16.70",
49-706,"Constellation Brands","Paul Masson Grande Amber VSOP","004Y","80",".375L","$6.95","$8.83",
49-712,"Constellation Brands","Paul Masson Grande Amber","003Y","80","1.75L","$22.95","$31.70",
49-714,"Constellation Brands","Paul Masson Grande Amber","003Y","80",".75L","$10.95","$14.70",
49-715,"Constellation Brands","Paul Masson Grande Amber (PET)","003Y","80",".75L","$10.95","$14.70",
49-716,"Constellation Brands","Paul Masson Grande Amber","003Y","80",".375L","$5.95","$7.83",
50-419,"Laird & Company","Capt. Applejack 80","004Y","80",".75L","$19.95","$23.70",
50-464,"Diageo NA","Ciroc VS","","80",".75L","$33.95","$37.70",
50-465,"Diageo NA","Ciroc VS","","80",".375L","$17.95","$19.83",
50-534,"Park St Imp/ Miguel Torres","Torres 10 Imperial Brandy","","80",".75L","$19.95","$23.70",
50-562,"William Grant","Raynal VSOP Napoleon","","80",".75L","$14.95","$18.70",
50-567,"Remy Cointreau","St. Remy VSOP","","80","1.75L","$26.95","$35.70",
50-568,"Remy Cointreau","St. Remy VSOP","","80",".75L","$14.95","$18.70",
50-572,"Remy Cointreau","St Remy XO","","80",".75L","$19.95","$23.70",
50-613,"Hotaling & Co","Calvados Christian Drouin","","80",".75L","$40.00","$43.75",
51-040,"Sazerac NA","Meukow VS","006Y","80",".75L","$23.45","$27.20",
51-041,"Sazerac NA","Meukow VS","006Y","80",".375L","$9.95","$11.83",
51-055,"Heaven Hill","Ansac VS","","80","1.75L","$53.95","$62.70",
51-056,"Heaven Hill","Ansac VS","","80",".75L","$24.95","$28.70",
51-058,"Heaven Hill","Ansac VS","","80",".375L","$11.95","$13.83",
51-151,"Beam Suntory","Courvoisier XO","","80",".75L","$149.95","$153.70",
51-154,"Beam Suntory","Courvoisier VS","","80","1.75L","$64.95","$73.70",
51-156,"Beam Suntory","Courvoisier VS","002Y","80",".75L","$29.95","$33.70",
51-159,"Beam Suntory","Courvoisier VS","002Y","80",".375L","$14.95","$16.83",
51-169,"Beam Suntory","Courvoisier VSOP","004Y","80",".75L","$41.95","$45.70",
51-170,"Beam Suntory","Courvoisier VSOP","004Y","80",".375L","$20.95","$22.83",
51-215,"Bacardi","D'Usse VSOP","","80",".375L","$29.95","$31.83",
51-216,"Bacardi","D'Usse VSOP","","80",".75L","$59.95","$63.70",
51-217,"Moet Hennessy","Hennessy VSOP Privilege","","80","1.75L","$104.95","$113.70",
51-218,"Moet Hennessy","Hennessy VSOP Privilege","","80",".75L","$54.95","$58.70",
51-219,"Moet Hennessy","Hennessy VSOP Privilege","","80",".375L","$26.95","$28.83",
51-220,"Moet Hennessy","Hennessy VS","","80","1.75L","$89.95","$98.70",
51-221,"Moet Hennessy","Hennessy VS","","80",".75L","$37.95","$41.70",
51-222,"Moet Hennessy","Hennessy VS (Round Bottle)","","80",".375L","$18.95","$20.83",
51-223,"Moet Hennessy","Hennessy VS","","80",".375L","$18.95","$20.83",
51-224,"Moet Hennessy","Hennessy VSOP Privilege (Round)","","80",".375L","$26.95","$28.83",
51-226,"Moet Hennessy","Hennessy XO","","80",".75L","$199.95","$203.70",
51-230,"Moet Hennessy","Hennessy Richard","","80",".75L","$4,696.95","$4,700.70",
51-239,"Moet Hennessy","Hennessy Black","","86",".75L","$46.95","$50.70",
51-240,"Moet Hennessy","Hennessy Black","","86",".375L","$21.95","$23.83",
51-270,"Pernod Ricard","Martell VS Single Distillery","","80",".75L","$35.95","$39.70",
51-272,"Pernod Ricard","Martell VS Single Distillery","","80",".375L","$14.95","$16.83",
51-303,"Remy Cointreau","Remy Martin XO Excellence","","80",".75L","$199.95","$203.70",
51-307,"Remy Cointreau","Remy Martin Louis XIII","","80",".75L","$3,599.95","$3,603.70",
51-309,"Remy Cointreau","Remy Martin 1738 Accord Royal","","80",".75L","$56.95","$60.70",
51-310,"Remy Cointreau","Remy Martin 1738 Accord Royal","","80",".375L","$28.45","$30.33",
51-311,"Remy Cointreau","Remy Martin VSOP","","80","1.75L","$104.95","$113.70",
51-312,"Remy Cointreau","Remy Martin VSOP","","80",".75L","$44.95","$48.70",
51-316,"Remy Cointreau","Remy Martin VSOP","","80",".375L","$23.95","$25.83",
51-322,"Remy Cointreau","Remy Martin V","","80",".75L","$36.95","$40.70",
51-323,"Remy Cointreau","Remy Martin V","","80",".375L","$18.95","$20.83",
51-324,"Beam Suntory","Salignac VS","002Y","80",".75L","$24.95","$28.70",
51-326,"Beam Suntory","Salignac VS","002Y","80",".375L","$12.95","$14.83",
51-447,"Lonerider Spirits","Lonerider Whiskey Mule Can 4Pk","","14","1.42L","$14.95","$22.05",
51-449,"Associated Brewing","Joia Greyhound","","12","1.42L","$11.95","$19.05",
51-452,"Associated Brewing","Joia Moscow Mule","","14","1.42L","$11.95","$19.05",
51-453,"Associated Brewing","Joia Cosmopolitan","","14","1.42L","$11.95","$19.05",
51-458,"Luxco","Salvador's Classic Margaritas 4PK cans","","26","1.42L","$8.95","$16.05",
51-477,"Luxco","Salvador's Original Margarita 26","","26","1.75L","$9.95","$18.70",
51-482,"Proximo Spirits","Jose Cuervo Golden Strawberry Margarita","","25.4","1.75L","$20.95","$29.70",
51-485,"Proximo Spirits","Jose Cuervo Auth Coconut Pineapple Marg","","19.9","1.75L","$18.95","$27.70",
51-486,"Proximo Spirits","Jose Cuervo Authentic Watermelon Marg","","19.9","1.75L","$18.95","$27.70",
51-488,"Proximo Spirits","Jose Cuervo Authentic Pink Lemonade","","19.9","1.75L","$18.95","$27.70",
51-489,"Proximo Spirits","Jose Cuervo Auth Grapefruit Tangerine","","19.9","1.75L","$18.95","$27.70",
51-491,"Proximo Spirits","Jose Cuervo Golden Marg","","25.4","1.75L","$20.95","$29.70",
51-492,"Proximo Spirits","Jose Cuervo Golden Marg","","25.4",".75L","$10.95","$14.70",
51-495,"Proximo Spirits","Jose Cuervo Authentic Lime Marg","","19.9","1.75L","$18.95","$27.70",
51-496,"Proximo Spirits","Jose Cuervo Authentic Lime Marg","","19.9",".75L","$9.95","$13.70",
51-498,"Proximo Spirits","Jose Cuervo Authentic Lime Marg","","19.9","200ML","$2.45","$3.45",
51-499,"Proximo Spirits","Jose Cuervo Authentic Mango Marg","","19.9","1.75L","$18.95","$27.70",
51-500,"Proximo Spirits","Jose Cuervo Auth Marg Light White Peach","","19.9","1.75L","$18.95","$27.70",
51-502,"Proximo Spirits","Jose Cuervo Authentic Light Margarita","","19.9","1.75L","$18.95","$27.70",
51-510,"Beam Suntory","Skinnygirl Margarita","","25",".75L","$12.95","$16.70",
51-512,"Beam Suntory","Skinnygirl White Peach Margarita","","25.4",".75L","$12.95","$16.70",
51-513,"Beam Suntory","Skinnygirl White Cranberry Cosmo","","19.9",".75L","$12.95","$16.70",
51-519,"Proximo Spirits","1800 RTD Ultimate Marg","","19.9","1.75L","$21.95","$30.70",
51-521,"Proximo Spirits","1800 RTD Pineapple","","19.9","1.75L","$21.95","$30.70",
51-523,"Proximo Spirits","1800 Ultimate RTD Mango Margarita","","19.9","1.75L","$21.95","$30.70",
51-527,"Proximo Spirits","1800 Ultimate RTD Peach","","19.9","1.75L","$21.95","$30.70",
51-528,"Proximo Spirits","1800 Ultimate RTD Spicy Margarita","","19.9","1.75L","$21.95","$30.70",
51-529,"Proximo Spirits","1800 Ultimate Raspberry RTD","","19.9","1.75L","$21.95","$30.70",
51-530,"Proximo Spirits","1800 Watermelon RTD","","40","1.75L","$21.95","$30.70",
51-549,"MHW/ Agave Loco","FrappaChata Iced Coffee Blend","","25","1.75L","$19.95","$28.70",
51-575,"Castle Brands","Gosling's Dark'n Strormy (RTD) 4 Pk","","14","1.00L","$9.95","$14.95",
51-578,"E & J Gallo Winery","High Noon Black Cherry 4-Pk","","9","1.42L","$9.95","$17.05",
51-579,"E & J Gallo Winery","High Noon Grapefruit 4-Pk","","9","1.42L","$9.95","$17.05",
51-607,"Pernod Ricard","Kahlua RTD White Russian","","25","1.75L","$16.95","$25.70",
51-621,"Pernod Ricard","Kahlua RTD Mudslide","","25","1.75L","$16.95","$25.70",
51-637,"Bacardi","Bacardi Classic Mojito","","30","1.75L","$16.95","$25.70",
51-768,"Sazerac NA","Barton Long Island Iced Tea","","75","1.75L","$14.95","$23.70",
51-769,"Sazerac NA","Barton Long Island Iced Tea","","75",".75L","$7.95","$11.70",
51-771,"Russian Standard Vodka USA","Russian Standard RTD Moscow Mule 4Pk","","16","1.42L","$14.95","$22.05",
51-775,"Sazerac Co.","Desert Island Long Island Iced Tea","","75","1.75L","$18.95","$27.70",
51-776,"Sazerac Co.","Desert Island Long Island Iced Tea","","75",".75L","$8.95","$12.70",
51-785,"The Copper Can","The Copper Can Moscow Mule RTD 4Pk","002Y","20","1.42L","$15.95","$23.05",
51-795,"Montebello Brands","Montebello Long Island Iced Tea","","42","1.75L","$15.95","$24.70",
